"Country Name","Country Code","Arrangement Type","Approval Date","Approval Year","Intial End Date","Initial End Year","Mneumonic","Description","Program year","Year Type","Indicator Currency","Sort","Year_Actual","T","T-1","T-2","T-3","T+1","T+2","T+3","T+4"
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",4,2001,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",4,2002,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",5,1995,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",5,1996,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",5,1997,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",5,1999,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",5,2000,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",5,2001,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",5,2002,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",6,1995,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",6,1996,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",6,1997,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",6,1999,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",6,2000,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",6,2001,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",6,2002,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",7,1995,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",7,1996,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",7,1997,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",7,1999,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",7,2000,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",7,2001,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",7,2002,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",9,1995,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",9,1996,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",9,1997,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",9,1999,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",9,2000,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",9,2001,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",9,2002,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",10,1995,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",10,1996,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",10,1997,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",10,1999,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",10,2000,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",10,2001,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",10,2002,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",11,1995,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",11,1996,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",11,1997,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",11,1999,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",11,2000,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",11,2001,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",11,2002,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BAVC","Valuation change",2000,"CY","US$ mn",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","us$ MN",8,1995,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","us$ MN",8,1996,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","us$ MN",8,1997,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","us$ MN",8,1999,NA,NA,NA,NA,6.9,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","us$ MN",8,2000,NA,NA,NA,NA,NA,7.2,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","us$ MN",8,2001,NA,NA,NA,NA,NA,NA,4.7,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","us$ MN",8,2002,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","us$ MN",8,NA,8,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",4,1995,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",4,1996,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",4,1997,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",4,1999,NA,NA,NA,NA,12.5,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",4,2000,NA,NA,NA,NA,NA,9.8,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",4,2001,NA,NA,NA,NA,NA,NA,10.1,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",4,2002,NA,NA,NA,NA,NA,NA,NA,10.3
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",4,NA,17.3,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",5,1995,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",5,1996,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",5,1997,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",5,1999,NA,NA,NA,NA,14,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",5,2000,NA,NA,NA,NA,NA,11.1,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",5,2001,NA,NA,NA,NA,NA,NA,11.5,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",5,2002,NA,NA,NA,NA,NA,NA,NA,11.6
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",5,NA,17.3,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",6,1995,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",6,1996,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",6,1997,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",6,1999,NA,NA,NA,NA,6.9,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",6,2000,NA,NA,NA,NA,NA,4.4,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",6,2001,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",6,2002,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",6,NA,8,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",7,1995,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",7,1996,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",7,1997,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",7,1999,NA,NA,NA,NA,6.9,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",7,2000,NA,NA,NA,NA,NA,5.5,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",7,2001,NA,NA,NA,NA,NA,NA,4.3,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",7,2002,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",7,NA,8,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",9,1995,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",9,1996,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",9,1997,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",9,1999,NA,NA,NA,NA,6.9,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",9,2000,NA,NA,NA,NA,NA,7.4,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",9,2001,NA,NA,NA,NA,NA,NA,4.5,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",9,2002,NA,NA,NA,NA,NA,NA,NA,4.1
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",9,NA,8,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",10,1995,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",10,1996,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",10,1997,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",10,1999,NA,NA,NA,NA,6.9,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",10,2000,NA,NA,NA,NA,NA,7.4,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",10,2001,NA,NA,NA,NA,NA,NA,5.5,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",10,2002,NA,NA,NA,NA,NA,NA,NA,4.2
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",10,NA,8,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",11,1995,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",11,1996,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",11,1997,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",11,1999,NA,NA,NA,NA,14,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",11,2000,NA,NA,NA,NA,NA,15.3,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",11,2001,NA,NA,NA,NA,NA,NA,14.8,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",11,2002,NA,NA,NA,NA,NA,NA,NA,13.6
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","US$ mn",11,NA,14.6,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BDRPR","Projected New Rescheduling",2000,"CY","us$ MN",8,1995,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BDRPR","Projected New Rescheduling",2000,"CY","us$ MN",8,1996,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BDRPR","Projected New Rescheduling",2000,"CY","us$ MN",8,1997,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BDRPR","Projected New Rescheduling",2000,"CY","us$ MN",8,1999,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BDRPR","Projected New Rescheduling",2000,"CY","us$ MN",8,2000,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BDRPR","Projected New Rescheduling",2000,"CY","us$ MN",8,2001,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BDRPR","Projected New Rescheduling",2000,"CY","us$ MN",8,2002,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BDRPR","Projected New Rescheduling",2000,"CY","us$ MN",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BDRPR","Projected New Rescheduling",2000,"CY","US$ mn",4,1995,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BDRPR","Projected New Rescheduling",2000,"CY","US$ mn",4,1996,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BDRPR","Projected New Rescheduling",2000,"CY","US$ mn",4,1997,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BDRPR","Projected New Rescheduling",2000,"CY","US$ mn",4,1999,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BDRPR","Projected New Rescheduling",2000,"CY","US$ mn",4,2000,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BDRPR","Projected New Rescheduling",2000,"CY","US$ mn",4,2001,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BDRPR","Projected New Rescheduling",2000,"CY","US$ mn",4,2002,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BDRPR","Projected New Rescheduling",2000,"CY","US$ mn",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BDRPR","Projected New Rescheduling",2000,"CY","US$ mn",5,1995,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BDRPR","Projected New Rescheduling",2000,"CY","US$ mn",5,1996,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BDRPR","Projected New Rescheduling",2000,"CY","US$ mn",5,1997,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BDRPR","Projected New Rescheduling",2000,"CY","US$ mn",5,1999,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BDRPR","Projected New Rescheduling",2000,"CY","US$ mn",5,2000,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BDRPR","Projected New Rescheduling",2000,"CY","US$ mn",5,2001,NA,NA,NA,NA,NA,NA,NA,NA
"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"BDRPR","Projected New Rescheduling",2000,"CY","US$ mn",5,2002,NA,NA,NA,NA,NA,NA,NA,NA
